,S Uri,Song,A Uri,Artist,Genre,Song Pop,Artist Pop,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,Id,Uri,Track_href,Analysis_url,Time_signature,Artist_pop,Genres,Track_pop,Duration_ms
2926,52V2BPdhlhFrUZF7AOrQP9,As Canções Que Você Fez Pra Mim,3f5VCwd57gZsqMad28jyLV,Maria Bethânia,"['bossa nova', 'mpb', 'nova mpb', 'samba', 'samba de roda', 'umbanda']",56,59,0.404,0.238,9,-13.005,1,0.0623,0.59,1.3e-06,0.103,0.302,79.41,audio_features,52V2BPdhlhFrUZF7AOrQP9,spotify:track:52V2BPdhlhFrUZF7AOrQP9,https://api.spotify.com/v1/tracks/52V2BPdhlhFrUZF7AOrQP9,https://api.spotify.com/v1/audio-analysis/52V2BPdhlhFrUZF7AOrQP9,4,NaN,NaN,NaN,224773
2927,2NVXuJjaw6TJHh0raYymLQ,Vumbora Amar,72f733zGuCPEzCSLs9wOVi,Adriana Calcanhotto,"['bossa nova', 'mpb', 'nova mpb']",48,54,0.78,0.624,6,-10.353,0,0.0655,0.264,0.0423,0.14,0.93,104.957,audio_features,2NVXuJjaw6TJHh0raYymLQ,spotify:track:2NVXuJjaw6TJHh0raYymLQ,https://api.spotify.com/v1/tracks/2NVXuJjaw6TJHh0raYymLQ,https://api.spotify.com/v1/audio-analysis/2NVXuJjaw6TJHh0raYymLQ,4,NaN,NaN,NaN,184729
2928,3XOeVijHjhP33Avx55BEgK,Soprou,50sftj2oW2iBviA6RkTzsz,Silva,"['nova mpb', 'pop lgbtq+ brasileira']",55,60,0.731,0.528,4,-11.371,0,0.226,0.828,0.0258,0.0897,0.258,101.9,audio_features,3XOeVijHjhP33Avx55BEgK,spotify:track:3XOeVijHjhP33Avx55BEgK,https://api.spotify.com/v1/tracks/3XOeVijHjhP33Avx55BEgK,https://api.spotify.com/v1/audio-analysis/3XOeVijHjhP33Avx55BEgK,4,NaN,NaN,NaN,302707
2929,2B7GMkCUExLpG5lM2ICbXF,O Futuro Já Sabia,3rE82NMVBb5C5tQ83o8u8N,Mariana Aydar,"['bossa nova', 'brazilian indie', 'mpb', 'nova mpb', 'samba']",41,48,0.641,0.614,9,-8.296,1,0.0846,0.176,4.73e-05,0.123,0.551,157.969,audio_features,2B7GMkCUExLpG5lM2ICbXF,spotify:track:2B7GMkCUExLpG5lM2ICbXF,https://api.spotify.com/v1/tracks/2B7GMkCUExLpG5lM2ICbXF,https://api.spotify.com/v1/audio-analysis/2B7GMkCUExLpG5lM2ICbXF,4,NaN,NaN,NaN,201807
2930,6P5vzOMnn0h1vszZquA1If,Gente Aberta - Acorda Amor,3uCu2WgyG0Iw50ylOYDSpH,Maria Gadú,"['mpb', 'nova mpb', 'umbanda']",50,58,0.38,0.521,4,-7.455,1,0.0352,0.353,0.0162,0.849,0.395,169.802,audio_features,6P5vzOMnn0h1vszZquA1If,spotify:track:6P5vzOMnn0h1vszZquA1If,https://api.spotify.com/v1/tracks/6P5vzOMnn0h1vszZquA1If,https://api.spotify.com/v1/audio-analysis/6P5vzOMnn0h1vszZquA1If,4,NaN,NaN,NaN,355480
2931,5YctcwZCRMxlIHDpTuqKOE,Baby - Ao Vivo,1b8kpp4DUwt1hWaxTiWQhD,Gal Costa,"['bossa nova', 'mpb', 'samba', 'tropicalia']",54,58,0.495,0.306,9,-11.173,0,0.0303,0.777,0,0.887,0.356,108.416,audio_features,5YctcwZCRMxlIHDpTuqKOE,spotify:track:5YctcwZCRMxlIHDpTuqKOE,https://api.spotify.com/v1/tracks/5YctcwZCRMxlIHDpTuqKOE,https://api.spotify.com/v1/audio-analysis/5YctcwZCRMxlIHDpTuqKOE,4,NaN,NaN,NaN,187179
2932,02X86mvMa4zPoeMttdc6Xy,Dama da Noite,6D3gtdoxrtRGO9ZDU5wWSQ,Rodrigo Alarcon,['nova mpb'],38,49,0.689,0.506,2,-9.877,1,0.0277,0.0843,0.0487,0.1,0.567,100.017,audio_features,02X86mvMa4zPoeMttdc6Xy,spotify:track:02X86mvMa4zPoeMttdc6Xy,https://api.spotify.com/v1/tracks/02X86mvMa4zPoeMttdc6Xy,https://api.spotify.com/v1/audio-analysis/02X86mvMa4zPoeMttdc6Xy,4,NaN,NaN,NaN,199019
2933,0qM5ibgx92SGGYJCu7ug9f,É D'oxum,5zHrylBgvVEBbz4ZJG7EWl,Caraivana,[],34,28,0.863,0.541,0,-11.463,1,0.0523,0.178,9.97e-05,0.103,0.872,109.986,audio_features,0qM5ibgx92SGGYJCu7ug9f,spotify:track:0qM5ibgx92SGGYJCu7ug9f,https://api.spotify.com/v1/tracks/0qM5ibgx92SGGYJCu7ug9f,https://api.spotify.com/v1/audio-analysis/0qM5ibgx92SGGYJCu7ug9f,4,NaN,NaN,NaN,299727
2934,1cQy1XqG7u0sJFzkbJbVUH,Pot Pourri: Eu e Meu Amor/ Lamento No Morro,1WxunfiOh9Ws0uu2JoDmjL,Quarteto Jobim-Morelenbaum,"['bossa nova', 'samba-jazz']",44,41,0.572,0.461,7,-9.034,1,0.0467,0.192,0.00192,0.127,0.911,95.956,audio_features,1cQy1XqG7u0sJFzkbJbVUH,spotify:track:1cQy1XqG7u0sJFzkbJbVUH,https://api.spotify.com/v1/tracks/1cQy1XqG7u0sJFzkbJbVUH,https://api.spotify.com/v1/audio-analysis/1cQy1XqG7u0sJFzkbJbVUH,4,NaN,NaN,NaN,247176
2935,5EVv8M3vhByFLLqT1dkdGd,Algum Ritmo,6q7nMIVgGohQ14mSsq3F8t,Gilsons,['nova mpb'],63,63,0.767,0.496,4,-7.946,0,0.0347,0.333,0.0694,0.111,0.17,104.003,audio_features,5EVv8M3vhByFLLqT1dkdGd,spotify:track:5EVv8M3vhByFLLqT1dkdGd,https://api.spotify.com/v1/tracks/5EVv8M3vhByFLLqT1dkdGd,https://api.spotify.com/v1/audio-analysis/5EVv8M3vhByFLLqT1dkdGd,4,NaN,NaN,NaN,215383
2936,2hjDxNmryN9ziHAIYiRksM,Á Primeira Vista,3vlUveVfzPXzhiPGjHHxOH,Chico César,"['bossa nova', 'mpb', 'musica paraibana', 'samba']",58,52,0.542,0.148,11,-12.99,1,0.0394,0.782,0,0.704,0.248,89.585,audio_features,2hjDxNmryN9ziHAIYiRksM,spotify:track:2hjDxNmryN9ziHAIYiRksM,https://api.spotify.com/v1/tracks/2hjDxNmryN9ziHAIYiRksM,https://api.spotify.com/v1/audio-analysis/2hjDxNmryN9ziHAIYiRksM,4,NaN,NaN,NaN,216800
2937,3olrxmVHYfcAJeCwqAGT5p,Flor de Laranjeira,7mLy1fgM7cmou0c9Cl6hhz,Beraderos,[],45,28,0.767,0.368,1,-9.893,0,0.0346,0.692,0.00104,0.312,0.403,115.007,audio_features,3olrxmVHYfcAJeCwqAGT5p,spotify:track:3olrxmVHYfcAJeCwqAGT5p,https://api.spotify.com/v1/tracks/3olrxmVHYfcAJeCwqAGT5p,https://api.spotify.com/v1/audio-analysis/3olrxmVHYfcAJeCwqAGT5p,4,NaN,NaN,NaN,233253
2938,5RkPULKkPpFKkS5BnvK1t6,Oh! Chuva,6uTK3YD9CT3pLx2yEfVmXk,Falamansa,"['axe', 'pagode', 'sertanejo']",62,59,0.666,0.404,1,-9.888,0,0.035,0.39,0,0.259,0.775,137.965,audio_features,5RkPULKkPpFKkS5BnvK1t6,spotify:track:5RkPULKkPpFKkS5BnvK1t6,https://api.spotify.com/v1/tracks/5RkPULKkPpFKkS5BnvK1t6,https://api.spotify.com/v1/audio-analysis/5RkPULKkPpFKkS5BnvK1t6,4,NaN,NaN,NaN,228080
2939,5Xti58L8KZ3Sv1AmSNzBAA,Mama África - Ao Vivo,3vlUveVfzPXzhiPGjHHxOH,Chico César,"['bossa nova', 'mpb', 'musica paraibana', 'samba']",20,52,0.737,0.528,4,-5.875,1,0.175,0.825,0,0.696,0.916,81.164,audio_features,5Xti58L8KZ3Sv1AmSNzBAA,spotify:track:5Xti58L8KZ3Sv1AmSNzBAA,https://api.spotify.com/v1/tracks/5Xti58L8KZ3Sv1AmSNzBAA,https://api.spotify.com/v1/audio-analysis/5Xti58L8KZ3Sv1AmSNzBAA,4,NaN,NaN,NaN,214560
2940,76zAqNO6ROXpC9X3Himk9e,Pode esperar,2eFVsaX3yHLPeWpiqvmeFn,Céu,"['bossa nova', 'brazilian indie', 'mpb', 'nova mpb']",31,51,0.797,0.415,10,-8.11,0,0.0392,0.245,1.26e-06,0.148,0.505,128.041,audio_features,76zAqNO6ROXpC9X3Himk9e,spotify:track:76zAqNO6ROXpC9X3Himk9e,https://api.spotify.com/v1/tracks/76zAqNO6ROXpC9X3Himk9e,https://api.spotify.com/v1/audio-analysis/76zAqNO6ROXpC9X3Himk9e,4,NaN,NaN,NaN,216916
2941,5Jc9kRv6MLUQkDTAt7J1ro,Várias Queixas,6q7nMIVgGohQ14mSsq3F8t,Gilsons,['nova mpb'],0,63,0.743,0.508,7,-8.024,1,0.0517,0.463,0.000153,0.223,0.255,91.002,audio_features,5Jc9kRv6MLUQkDTAt7J1ro,spotify:track:5Jc9kRv6MLUQkDTAt7J1ro,https://api.spotify.com/v1/tracks/5Jc9kRv6MLUQkDTAt7J1ro,https://api.spotify.com/v1/audio-analysis/5Jc9kRv6MLUQkDTAt7J1ro,4,NaN,NaN,NaN,170110
2942,7pKI4cXl3QVDLPcZZgvox9,Naise,5VCRm5ymb1B8lybUhaDIN1,Nina Oliveira,['nova musica paulista'],43,28,0.626,0.475,0,-5.805,0,0.042,0.767,3.75e-05,0.0904,0.692,116.737,audio_features,7pKI4cXl3QVDLPcZZgvox9,spotify:track:7pKI4cXl3QVDLPcZZgvox9,https://api.spotify.com/v1/tracks/7pKI4cXl3QVDLPcZZgvox9,https://api.spotify.com/v1/audio-analysis/7pKI4cXl3QVDLPcZZgvox9,4,NaN,NaN,NaN,199206
2943,4PASxl6ylsKfWqqJQpKQ09,Contigo,63Vs4mVVHzjm7PbQgcGior,Becca Perret,[],48,35,0.769,0.65,8,-5.909,0,0.0474,0.756,0,0.0937,0.761,95.036,audio_features,4PASxl6ylsKfWqqJQpKQ09,spotify:track:4PASxl6ylsKfWqqJQpKQ09,https://api.spotify.com/v1/tracks/4PASxl6ylsKfWqqJQpKQ09,https://api.spotify.com/v1/audio-analysis/4PASxl6ylsKfWqqJQpKQ09,4,NaN,NaN,NaN,188211
2944,7aO6EZEIokDA9kuIpJZvhE,Coragem,18mXdMHUw1ULPaeW1DNy90,Castello Branco,"['folk brasileiro', 'nova mpb']",40,44,0.685,0.402,9,-10.272,1,0.0396,0.523,0.000202,0.105,0.417,94.985,audio_features,7aO6EZEIokDA9kuIpJZvhE,spotify:track:7aO6EZEIokDA9kuIpJZvhE,https://api.spotify.com/v1/tracks/7aO6EZEIokDA9kuIpJZvhE,https://api.spotify.com/v1/audio-analysis/7aO6EZEIokDA9kuIpJZvhE,4,NaN,NaN,NaN,238376
2945,0ENvhTTww1MVOulrzuxSmu,Toda Menina Baiana,7oEkUINVIj1Nr3Wnj8tzqr,Gilberto Gil,"['bossa nova', 'mpb', 'samba', 'tropicalia', 'violao']",55,63,0.692,0.897,11,-4.969,0,0.0398,0.236,3.86e-06,0.116,0.968,106.163,audio_features,0ENvhTTww1MVOulrzuxSmu,spotify:track:0ENvhTTww1MVOulrzuxSmu,https://api.spotify.com/v1/tracks/0ENvhTTww1MVOulrzuxSmu,https://api.spotify.com/v1/audio-analysis/0ENvhTTww1MVOulrzuxSmu,4,NaN,NaN,NaN,226640
2946,0Roj7QJeVqNO5ArpKGw5fR,Tempo Velho,2ig041GcPcddsLoeUWpcJ0,Douglas Germano,"['nova mpb', 'samba', 'samba paulista']",53,38,0.625,0.494,11,-13.75,1,0.045,0.867,0.461,0.0744,0.868,99.331,audio_features,0Roj7QJeVqNO5ArpKGw5fR,spotify:track:0Roj7QJeVqNO5ArpKGw5fR,https://api.spotify.com/v1/tracks/0Roj7QJeVqNO5ArpKGw5fR,https://api.spotify.com/v1/audio-analysis/0Roj7QJeVqNO5ArpKGw5fR,4,NaN,NaN,NaN,311053
2947,707zgXxO0fchdraumiV1R9,afro futurista,1vrYVHeXLynVOgRmAxzHq1,Fran,['nova mpb'],37,53,0.787,0.853,7,-2.6,1,0.119,0.585,8.39e-05,0.273,0.629,108.001,audio_features,707zgXxO0fchdraumiV1R9,spotify:track:707zgXxO0fchdraumiV1R9,https://api.spotify.com/v1/tracks/707zgXxO0fchdraumiV1R9,https://api.spotify.com/v1/audio-analysis/707zgXxO0fchdraumiV1R9,4,NaN,NaN,NaN,246667
2948,7nMwBEAXi2WGNi2wwDU1xi,100 Anos,6uTK3YD9CT3pLx2yEfVmXk,Falamansa,"['axe', 'pagode', 'sertanejo']",56,59,0.623,0.637,5,-8.657,1,0.0431,0.386,1.12e-05,0.175,0.793,82.462,audio_features,7nMwBEAXi2WGNi2wwDU1xi,spotify:track:7nMwBEAXi2WGNi2wwDU1xi,https://api.spotify.com/v1/tracks/7nMwBEAXi2WGNi2wwDU1xi,https://api.spotify.com/v1/audio-analysis/7nMwBEAXi2WGNi2wwDU1xi,4,NaN,NaN,NaN,219573
2949,1G3tT3xLodVLyZV7MQDXin,Aos Pés da Cruz,7oEkUINVIj1Nr3Wnj8tzqr,Gilberto Gil,"['bossa nova', 'mpb', 'samba', 'tropicalia', 'violao']",53,63,0.725,0.299,4,-15.108,1,0.113,0.9,0.107,0.118,0.527,170.164,audio_features,1G3tT3xLodVLyZV7MQDXin,spotify:track:1G3tT3xLodVLyZV7MQDXin,https://api.spotify.com/v1/tracks/1G3tT3xLodVLyZV7MQDXin,https://api.spotify.com/v1/audio-analysis/1G3tT3xLodVLyZV7MQDXin,4,NaN,NaN,NaN,195200
2950,1Cu4k15CyHaUNEMETkRRXZ,Carne dos Deuses,49Ymz7hkosffibefJioODe,Barro,"['brazilian indie', 'nova mpb', 'nova musica pernambucana']",34,30,0.744,0.761,9,-7.348,0,0.0748,0.35,0.0147,0.131,0.96,119.995,audio_features,1Cu4k15CyHaUNEMETkRRXZ,spotify:track:1Cu4k15CyHaUNEMETkRRXZ,https://api.spotify.com/v1/tracks/1Cu4k15CyHaUNEMETkRRXZ,https://api.spotify.com/v1/audio-analysis/1Cu4k15CyHaUNEMETkRRXZ,4,NaN,NaN,NaN,167014
2951,3u2zL0NVgyrGn0dJI5n5zM,O Sopro do Fole,6gSq4WUwOwojid2PSdq46Z,Zeca Veloso,['musica triste brasileira'],40,41,0.389,0.217,10,-10.792,0,0.038,0.923,1.76e-05,0.136,0.373,64.58,audio_features,3u2zL0NVgyrGn0dJI5n5zM,spotify:track:3u2zL0NVgyrGn0dJI5n5zM,https://api.spotify.com/v1/tracks/3u2zL0NVgyrGn0dJI5n5zM,https://api.spotify.com/v1/audio-analysis/3u2zL0NVgyrGn0dJI5n5zM,4,NaN,NaN,NaN,204106
2952,1ddeP7G76wscmc0RH5sjVA,Reconvexo - Ao Vivo,3f5VCwd57gZsqMad28jyLV,Maria Bethânia,"['bossa nova', 'mpb', 'nova mpb', 'samba', 'samba de roda', 'umbanda']",55,59,0.415,0.857,7,-5.707,1,0.0666,0.223,0,0.803,0.636,92.027,audio_features,1ddeP7G76wscmc0RH5sjVA,spotify:track:1ddeP7G76wscmc0RH5sjVA,https://api.spotify.com/v1/tracks/1ddeP7G76wscmc0RH5sjVA,https://api.spotify.com/v1/audio-analysis/1ddeP7G76wscmc0RH5sjVA,4,NaN,NaN,NaN,300333
2953,6r4NNOFLKjjsqdK6fq4qoY,Conversa Fiada,7xGwSsxEISjWZGbaXiLN8z,Lamparina,['nova mpb'],54,47,0.575,0.541,4,-11.308,1,0.148,0.71,0.000151,0.114,0.397,88.811,audio_features,6r4NNOFLKjjsqdK6fq4qoY,spotify:track:6r4NNOFLKjjsqdK6fq4qoY,https://api.spotify.com/v1/tracks/6r4NNOFLKjjsqdK6fq4qoY,https://api.spotify.com/v1/audio-analysis/6r4NNOFLKjjsqdK6fq4qoY,4,NaN,NaN,NaN,196811
2954,661Ns9G25zHdih4qVshBO7,Anunciação,559vxOLTzlAv0zB77JMcdG,Alceu Valença,"['manguebeat', 'mpb', 'nova musica pernambucana']",67,62,0.539,0.745,9,-7.854,0,0.0279,0.451,0.000239,0.103,0.78,99.92,audio_features,661Ns9G25zHdih4qVshBO7,spotify:track:661Ns9G25zHdih4qVshBO7,https://api.spotify.com/v1/tracks/661Ns9G25zHdih4qVshBO7,https://api.spotify.com/v1/audio-analysis/661Ns9G25zHdih4qVshBO7,4,NaN,NaN,NaN,288160
2955,0B4f0aIWoDWbqE4dv5kEeX,Deixa a Luz Entrar,1Ee2vIMGWEMnEqcjJ8nKZ6,Paulo Novaes,['nova mpb'],42,39,0.379,0.341,11,-11.657,1,0.0395,0.752,6.5e-06,0.179,0.44,176.125,audio_features,0B4f0aIWoDWbqE4dv5kEeX,spotify:track:0B4f0aIWoDWbqE4dv5kEeX,https://api.spotify.com/v1/tracks/0B4f0aIWoDWbqE4dv5kEeX,https://api.spotify.com/v1/audio-analysis/0B4f0aIWoDWbqE4dv5kEeX,4,NaN,NaN,NaN,229960
2956,5pcicbO7gq4g3PCuRdYfkP,Não Vá Embora,50sftj2oW2iBviA6RkTzsz,Silva,"['nova mpb', 'pop lgbtq+ brasileira']",54,60,0.803,0.416,11,-6.167,1,0.0426,0.451,0.00781,0.317,0.929,81.019,audio_features,5pcicbO7gq4g3PCuRdYfkP,spotify:track:5pcicbO7gq4g3PCuRdYfkP,https://api.spotify.com/v1/tracks/5pcicbO7gq4g3PCuRdYfkP,https://api.spotify.com/v1/audio-analysis/5pcicbO7gq4g3PCuRdYfkP,4,NaN,NaN,NaN,217453
2957,3y4Z4vb5aAx9fAzc0ASclc,Asa Branca (Ao Vivo),7oEkUINVIj1Nr3Wnj8tzqr,Gilberto Gil,"['bossa nova', 'mpb', 'samba', 'tropicalia', 'violao']",26,63,0.676,0.671,9,-9.72,1,0.0359,0.826,0.348,0.0999,0.872,130.026,audio_features,3y4Z4vb5aAx9fAzc0ASclc,spotify:track:3y4Z4vb5aAx9fAzc0ASclc,https://api.spotify.com/v1/tracks/3y4Z4vb5aAx9fAzc0ASclc,https://api.spotify.com/v1/audio-analysis/3y4Z4vb5aAx9fAzc0ASclc,4,NaN,NaN,NaN,217105
2958,1NBSSZmo54UOHhG02BqiY7,Antes de Tudo,2O6q06oNcmOIPg1qidSU3C,Liniker,"['funk carioca', 'nova mpb', 'pop lgbtq+ brasileira']",53,55,0.772,0.617,7,-7.164,0,0.0411,0.216,6.26e-05,0.162,0.701,118.039,audio_features,1NBSSZmo54UOHhG02BqiY7,spotify:track:1NBSSZmo54UOHhG02BqiY7,https://api.spotify.com/v1/tracks/1NBSSZmo54UOHhG02BqiY7,https://api.spotify.com/v1/audio-analysis/1NBSSZmo54UOHhG02BqiY7,4,NaN,NaN,NaN,229550
2959,2PxakiZUhHmFdp5G3sBiXD,Te Faço um Cafuné,3rE82NMVBb5C5tQ83o8u8N,Mariana Aydar,"['bossa nova', 'brazilian indie', 'mpb', 'nova mpb', 'samba']",53,48,0.683,0.674,0,-5.295,0,0.0327,0.0184,8.4e-05,0.0891,0.64,136.08,audio_features,2PxakiZUhHmFdp5G3sBiXD,spotify:track:2PxakiZUhHmFdp5G3sBiXD,https://api.spotify.com/v1/tracks/2PxakiZUhHmFdp5G3sBiXD,https://api.spotify.com/v1/audio-analysis/2PxakiZUhHmFdp5G3sBiXD,4,NaN,NaN,NaN,227604
2960,6W599DCYpMAtpMVJVhjp7Q,Estrela (Ao Vivo no Coala.VRTL),7oEkUINVIj1Nr3Wnj8tzqr,Gilberto Gil,"['bossa nova', 'mpb', 'samba', 'tropicalia', 'violao']",43,63,0.615,0.342,4,-10.334,1,0.0294,0.534,2.93e-05,0.13,0.275,110.959,audio_features,6W599DCYpMAtpMVJVhjp7Q,spotify:track:6W599DCYpMAtpMVJVhjp7Q,https://api.spotify.com/v1/tracks/6W599DCYpMAtpMVJVhjp7Q,https://api.spotify.com/v1/audio-analysis/6W599DCYpMAtpMVJVhjp7Q,4,NaN,NaN,NaN,296078
2961,333v4s9EybUEFOY6ComIC2,Amor e Sexo,7dnT2FUXhjirperXaH22IJ,Rita Lee,"['bossa nova', 'mpb', 'nova mpb', 'tropicalia']",60,60,0.641,0.37,7,-10.049,1,0.0279,0.0646,0,0.298,0.176,129.843,audio_features,333v4s9EybUEFOY6ComIC2,spotify:track:333v4s9EybUEFOY6ComIC2,https://api.spotify.com/v1/tracks/333v4s9EybUEFOY6ComIC2,https://api.spotify.com/v1/audio-analysis/333v4s9EybUEFOY6ComIC2,4,NaN,NaN,NaN,218667
2962,6YjjYEAcnlzZavu53uTpDw,deixa fluir,246xfnz80PngiO9sZubyy0,Big Up,"['brazilian reggae', 'nova mpb']",58,48,0.62,0.404,1,-9.55,0,0.0641,0.364,1.45e-06,0.392,0.55,147.891,audio_features,6YjjYEAcnlzZavu53uTpDw,spotify:track:6YjjYEAcnlzZavu53uTpDw,https://api.spotify.com/v1/tracks/6YjjYEAcnlzZavu53uTpDw,https://api.spotify.com/v1/audio-analysis/6YjjYEAcnlzZavu53uTpDw,4,NaN,NaN,NaN,171907
2963,2myQE9T8UAbl5u6Wg3UT2J,Intimidade,5ZtyHkAGvYFPSYcWPfmL5n,Liniker e os Caramelows,"['funk carioca', 'nova mpb', 'pop lgbtq+ brasileira', 'transpop']",56,52,0.459,0.0566,8,-18.854,1,0.0462,0.965,2.67e-06,0.0742,0.316,110.86,audio_features,2myQE9T8UAbl5u6Wg3UT2J,spotify:track:2myQE9T8UAbl5u6Wg3UT2J,https://api.spotify.com/v1/tracks/2myQE9T8UAbl5u6Wg3UT2J,https://api.spotify.com/v1/audio-analysis/2myQE9T8UAbl5u6Wg3UT2J,4,NaN,NaN,NaN,194883
2964,5SdrxYs7ur0SRi3wSyuZVW,Árvore,1vrYVHeXLynVOgRmAxzHq1,Fran,['nova mpb'],51,53,0.764,0.386,7,-9.049,0,0.0698,0.71,3.08e-05,0.0848,0.345,77.064,audio_features,5SdrxYs7ur0SRi3wSyuZVW,spotify:track:5SdrxYs7ur0SRi3wSyuZVW,https://api.spotify.com/v1/tracks/5SdrxYs7ur0SRi3wSyuZVW,https://api.spotify.com/v1/audio-analysis/5SdrxYs7ur0SRi3wSyuZVW,4,NaN,NaN,NaN,187216
2965,5gvHCExgeUbvCpoaMZmcNt,Meu Ilê,7eTibywD0jPiPGkwRMhrec,Clara Anastácia,['afrofuturismo brasileiro'],20,6,0.813,0.509,2,-9.865,1,0.0448,0.0998,0.00176,0.457,0.465,97.971,audio_features,5gvHCExgeUbvCpoaMZmcNt,spotify:track:5gvHCExgeUbvCpoaMZmcNt,https://api.spotify.com/v1/tracks/5gvHCExgeUbvCpoaMZmcNt,https://api.spotify.com/v1/audio-analysis/5gvHCExgeUbvCpoaMZmcNt,4,NaN,NaN,NaN,247000
2966,0rwES3EzICSovqZsrZpImi,Oração Ao Tempo - Ao Vivo,3f5VCwd57gZsqMad28jyLV,Maria Bethânia,"['bossa nova', 'mpb', 'nova mpb', 'samba', 'samba de roda', 'umbanda']",40,59,0.374,0.334,7,-10.399,1,0.105,0.78,0,0.675,0.333,75.696,audio_features,0rwES3EzICSovqZsrZpImi,spotify:track:0rwES3EzICSovqZsrZpImi,https://api.spotify.com/v1/tracks/0rwES3EzICSovqZsrZpImi,https://api.spotify.com/v1/audio-analysis/0rwES3EzICSovqZsrZpImi,4,NaN,NaN,NaN,186083
2967,5llZMNDj7dy4EOnZxx4VSZ,Brisa,50sftj2oW2iBviA6RkTzsz,Silva,"['nova mpb', 'pop lgbtq+ brasileira']",47,60,0.796,0.508,9,-12.761,0,0.241,0.815,0.00314,0.0994,0.562,76.02,audio_features,5llZMNDj7dy4EOnZxx4VSZ,spotify:track:5llZMNDj7dy4EOnZxx4VSZ,https://api.spotify.com/v1/tracks/5llZMNDj7dy4EOnZxx4VSZ,https://api.spotify.com/v1/audio-analysis/5llZMNDj7dy4EOnZxx4VSZ,4,NaN,NaN,NaN,206250
2968,7CdDIvw3jvjNaIs5m3mM4A,La Belle De Jour,559vxOLTzlAv0zB77JMcdG,Alceu Valença,"['manguebeat', 'mpb', 'nova musica pernambucana']",65,62,0.644,0.404,0,-12.54,1,0.0348,0.159,0.000291,0.167,0.689,105.062,audio_features,7CdDIvw3jvjNaIs5m3mM4A,spotify:track:7CdDIvw3jvjNaIs5m3mM4A,https://api.spotify.com/v1/tracks/7CdDIvw3jvjNaIs5m3mM4A,https://api.spotify.com/v1/audio-analysis/7CdDIvw3jvjNaIs5m3mM4A,4,NaN,NaN,NaN,268760
2969,2flDia8RwKyi1S1I1kTY7w,Calmô,5ZtyHkAGvYFPSYcWPfmL5n,Liniker e os Caramelows,"['funk carioca', 'nova mpb', 'pop lgbtq+ brasileira', 'transpop']",54,52,0.676,0.25,6,-14.019,1,0.0335,0.333,0.0154,0.0634,0.44,135.246,audio_features,2flDia8RwKyi1S1I1kTY7w,spotify:track:2flDia8RwKyi1S1I1kTY7w,https://api.spotify.com/v1/tracks/2flDia8RwKyi1S1I1kTY7w,https://api.spotify.com/v1/audio-analysis/2flDia8RwKyi1S1I1kTY7w,4,NaN,NaN,NaN,254559
2970,1KlC2yGobg0mBMAIJ3OrX2,Cara valente,1C8UBSZs5rOPfxuxTMS6OI,Maria Rita,"['bossa nova', 'mpb', 'nova mpb', 'pagode', 'samba']",53,56,0.738,0.56,2,-9.963,1,0.0482,0.608,0.0045,0.126,0.645,157.946,audio_features,1KlC2yGobg0mBMAIJ3OrX2,spotify:track:1KlC2yGobg0mBMAIJ3OrX2,https://api.spotify.com/v1/tracks/1KlC2yGobg0mBMAIJ3OrX2,https://api.spotify.com/v1/audio-analysis/1KlC2yGobg0mBMAIJ3OrX2,4,NaN,NaN,NaN,282293
2971,0dBo1a9Tvxtx9x2N4cTL1w,Psiu,2O6q06oNcmOIPg1qidSU3C,Liniker,"['funk carioca', 'nova mpb', 'pop lgbtq+ brasileira']",52,55,0.769,0.416,0,-9.842,1,0.0328,0.212,0.00154,0.104,0.438,124.997,audio_features,0dBo1a9Tvxtx9x2N4cTL1w,spotify:track:0dBo1a9Tvxtx9x2N4cTL1w,https://api.spotify.com/v1/tracks/0dBo1a9Tvxtx9x2N4cTL1w,https://api.spotify.com/v1/audio-analysis/0dBo1a9Tvxtx9x2N4cTL1w,4,NaN,NaN,NaN,295474
2972,69WUlAhRkKerjAxMdyaUlZ,Ai Que Saudade D'Ocê,4ph6Bt1mkDlmf32PSvRa8A,Elba Ramalho,"['axe', 'bossa nova', 'mpb', 'samba']",61,58,0.723,0.596,2,-10.124,1,0.0692,0.356,0,0.15,0.413,112.121,audio_features,69WUlAhRkKerjAxMdyaUlZ,spotify:track:69WUlAhRkKerjAxMdyaUlZ,https://api.spotify.com/v1/tracks/69WUlAhRkKerjAxMdyaUlZ,https://api.spotify.com/v1/audio-analysis/69WUlAhRkKerjAxMdyaUlZ,4,NaN,NaN,NaN,173027
2973,6ijn73ViuEm0otejT1SrOX,Cheira Bem,6gXrC8TmqEWrnsm21YO7MM,Luso Baião,['forro tradicional'],46,28,0.724,0.469,5,-9.675,0,0.0524,0.602,4.53e-06,0.101,0.726,136.001,audio_features,6ijn73ViuEm0otejT1SrOX,spotify:track:6ijn73ViuEm0otejT1SrOX,https://api.spotify.com/v1/tracks/6ijn73ViuEm0otejT1SrOX,https://api.spotify.com/v1/audio-analysis/6ijn73ViuEm0otejT1SrOX,4,NaN,NaN,NaN,273789
